frame#,Time (ns),14wt,88wt,88'wt,106wt,14mt,88mt,88'mt,106mt
667,66.7,1.915,2.668,3.006,1.114,7.834,1.086,2.956,3.778
668,66.8,1.656,2.292,2.529,1.11,7.987,1.344,3.333,4.416
669,66.9,1.655,2.792,2.723,1.231,7.605,1.429,3.565,4.171
670,67,2.056,2.108,2.398,0.994,8.036,1.501,3.422,4.394
671,67.1,2.103,2.095,2.492,1.252,7.807,1.4,3.208,4.234
672,67.2,1.792,2.743,2.416,1.385,8.114,1.484,3.454,4.022
673,67.3,1.702,2.508,2.543,1.47,7.841,1.332,3.481,3.901
674,67.4,1.761,2.777,2.365,1.253,7.985,1.326,2.973,4.05
675,67.5,1.854,2.416,2.648,1.365,7.872,1.451,3.37,3.886
676,67.6,1.63,2.876,2.632,1.111,8.101,2.232,2.954,4.467
677,67.7,1.926,2.491,2.72,1.287,8.098,1.842,3.394,3.02
678,67.8,2.068,2.528,1.972,0.929,8.253,1.883,3.083,2.824
679,67.9,1.998,2.612,2.56,1.03,8.42,1.652,2.949,2.286
680,68,2.281,3.142,2.324,1.343,8.313,1.16,3.368,2.196
681,68.1,2.259,2.788,2.581,1.505,8.334,1.284,3.3,2.437
682,68.2,1.783,3.088,2.68,1.26,8.333,1.143,3.524,2.152
683,68.3,1.795,2.711,2.689,1.459,8.401,1.293,3.656,2.253
684,68.4,1.683,2.472,2.481,1.15,8.24,1.34,2.908,2.223
685,68.5,1.581,2.673,2.361,1.159,7.929,0.97,3.043,2.228
686,68.6,1.62,2.299,2.409,1.235,7.899,1.263,3.34,2.185
687,68.7,1.455,2.596,2.237,1.297,8.025,1.38,3.272,2.151
688,68.8,1.735,2.957,2.004,1.406,8.222,1.441,3.13,1.961
689,68.9,1.794,2.877,2.08,1.124,8.345,1.339,3.504,2.38
690,69,1.722,2.849,2.142,1.218,8.155,1.246,3.214,2.14
691,69.1,1.934,2.613,2.252,1.179,7.602,1.184,3.768,2.029
692,69.2,1.885,3.093,2.303,1.459,7.996,1.141,3.402,2.459
693,69.3,1.815,2.798,1.947,1.371,7.83,1.986,3.266,2.339
694,69.4,1.932,2.943,1.862,1.88,7.964,2.334,3.121,2.209
695,69.5,2.019,3.142,2.194,1.502,7.883,2.323,3.27,2.364
696,69.6,1.991,2.828,2.535,2.146,7.656,2.149,3.207,2.308
697,69.7,2.084,2.713,2.734,1.66,8.059,1.144,2.928,2.597
698,69.8,2.069,2.825,2.321,1.729,7.877,1.226,3.053,2.2
699,69.9,1.89,2.919,2.179,1.168,7.998,1.184,3.668,1.91
700,70,1.965,2.913,2.329,1.547,8.159,1.243,3.451,2.269
701,70.1,1.783,2.753,2.548,1.921,7.619,1.124,3.136,2.371
702,70.2,1.798,2.757,1.642,2.09,7.881,1.305,3.603,2.219
703,70.3,1.942,2.769,2.069,1.396,7.943,1.352,3.644,2.246
704,70.4,1.882,2.888,2.397,1.008,7.634,1.131,2.735,2.295
705,70.5,2.19,2.686,2.582,1.722,7.815,0.92,2.925,1.913
706,70.6,1.776,3.067,2.399,1.428,8.008,1.085,3.02,2.03
707,70.7,2.246,2.661,2.39,1.343,7.835,1.458,3.365,2.052
708,70.8,2.103,2.386,2.442,2.072,7.793,1.374,3.434,2.194
709,70.9,1.812,1.919,2.403,2.172,7.682,1.081,3.632,2.454
710,71,1.597,1.687,2.69,2.124,7.756,1.386,3.631,2.398
711,71.1,1.974,2.811,2.655,2.788,7.791,1.258,3.633,2.088
712,71.2,1.646,2.899,1.768,2.592,7.736,1.576,3.858,2.111
713,71.3,2.019,2.761,2.352,2.599,7.899,1.345,3.503,2.042
714,71.4,1.608,3.033,2.717,2.551,7.831,1.366,3.387,2.213
715,71.5,1.6,2.708,2.682,2.96,7.729,1.632,3.168,2.028
716,71.6,1.752,2.62,2.493,3.176,7.747,1.111,3.694,2.053
717,71.7,1.849,1.871,2.847,2.84,7.361,1.162,2.973,2.711
718,71.8,1.858,2.629,2.697,2.507,7.96,1.449,3.264,2.442
719,71.9,1.645,2.795,2.942,2.61,7.934,1.259,3.344,2.854
720,72,2.017,1.913,2.836,3.158,7.736,1.154,3.122,2.632
721,72.1,1.803,2.881,2.625,3.574,7.595,1.245,3.036,2.464
722,72.2,1.581,2.746,2.735,2.996,8.052,1.487,3.027,2.574
723,72.3,1.835,2.789,2.682,3.31,7.816,1.967,3.191,2.776
724,72.4,1.474,3.035,2.579,2.502,7.952,2.127,3.217,2.56
725,72.5,1.648,2.897,2.443,2.775,7.622,1.443,3.106,2.613
726,72.6,1.835,2.651,2.602,2.25,7.715,1.616,3.05,2.79
727,72.7,2.229,2.96,2.3,2.272,7.418,1.345,3.17,3.073
728,72.8,2.163,2.955,2.32,2.47,8.093,1.23,3.282,2.66
729,72.9,1.75,2.661,2.541,2.448,7.806,1.27,3.358,2.817
730,73,1.997,3.008,2.81,2.715,7.997,1.153,2.897,2.795
731,73.1,2.04,2.886,2.719,2.402,7.984,1.245,3.552,2.867
732,73.2,2.016,2.955,2.594,2.366,7.771,1.271,2.946,2.845
733,73.3,1.671,3.072,2.48,2.439,7.616,1.212,2.995,2.665
734,73.4,2.391,3.089,2.442,2.401,7.857,1.315,3.484,2.485
735,73.5,2.722,2.583,2.746,2.815,7.579,1.294,3.544,3.184
736,73.6,2.485,1.775,3.157,2.79,7.7,1.206,3.384,2.646
737,73.7,2.392,1.306,2.555,2.347,7.428,1.29,3.413,2.826
738,73.8,2.342,3.065,2.576,2.585,7.908,1.488,3.335,3.11
739,73.9,2.071,2.718,2.764,2.515,7.454,1.22,3.392,2.882
740,74,1.866,2.727,2.869,2.475,8.115,1.382,3.139,2.665
741,74.1,1.933,2.914,3.053,2.735,7.699,1.273,3.147,2.923
742,74.2,1.822,3.128,2.556,2.622,7.769,1.138,2.86,3.279
743,74.3,1.855,2.996,2.842,2.389,7.777,1.196,2.836,2.929
744,74.4,1.535,2.847,2.629,2.08,7.888,1.474,3.278,2.979
745,74.5,1.964,2.866,2.813,1.509,7.924,1.206,2.939,2.993
746,74.6,2.023,2.907,2.523,1.568,7.779,1.367,3.081,3.154
747,74.7,1.626,3.005,2.489,2.264,7.513,1.317,2.96,3.105
748,74.8,1.58,3.081,2.261,2.236,7.821,1.544,2.5,3.144
749,74.9,1.83,3.366,2.368,2.552,7.614,1.425,2.757,2.85
750,75,1.688,2.788,2.326,1.978,7.937,1.43,3.075,3.168
751,75.1,1.754,2.906,2.725,2.925,7.43,1.191,2.952,3.104
752,75.2,1.638,3.427,2.266,2.214,7.904,1.145,3.254,2.998
753,75.3,1.963,2.53,2.798,2.428,7.832,1.419,2.332,3.014
754,75.4,1.78,3.288,2.811,2.496,7.918,1.508,2.223,3.195
755,75.5,2.024,2.854,2.358,2.44,7.603,1.078,3.186,3.358
756,75.6,1.878,2.8,2.433,2.259,7.638,1.174,3.641,3.379
757,75.7,1.821,2.586,2.384,1.665,7.683,1.228,3.404,2.997
758,75.8,1.919,2.771,2.428,2.015,7.977,1.378,3.544,3.098
759,75.9,1.72,3.143,2.148,2.009,7.881,1.461,2.843,2.717
760,76,1.787,2.824,2.663,1.827,7.62,1.431,3.341,2.744
761,76.1,1.834,3.064,2.55,2.505,7.797,1.401,3.241,2.791
762,76.2,1.831,3.033,2.306,2.224,7.638,1.507,3.057,2.653
763,76.3,1.604,2.733,2.166,2.319,7.778,1.339,3.391,2.586
764,76.4,1.805,2.996,2.378,2.19,8.011,1.441,3.175,2.999
765,76.5,2.006,3.364,2.489,2.195,8.223,1.011,3.263,2.876
766,76.6,2.147,2.968,2.442,2.246,7.889,1.291,3.374,2.908
767,76.7,2.976,2.943,2.368,2.372,7.702,1.214,3.666,2.617
768,76.8,2.803,3.244,2.337,2.67,7.766,1.277,3.294,2.732
769,76.9,3.04,2.667,2.393,2.538,7.883,1.226,3.267,2.532
770,77,2.624,2.96,2.511,2.108,8.035,1.302,3.245,2.514
771,77.1,2.784,2.842,2.484,2.337,7.848,1.279,3.093,2.275
772,77.2,2.289,2.943,2.485,2.546,8.112,1.145,3.257,2.024
773,77.3,2.613,3.225,2.332,2.443,8.054,1.163,3.54,2.244
774,77.4,2.982,3.258,2.752,1.881,7.94,1.434,3.442,2.257
775,77.5,2.405,2.951,2.794,2.035,7.944,1.24,3.097,2.155
776,77.6,3.064,3.178,2.574,1.76,8.277,1.333,3.306,2.166
777,77.7,2.794,3.276,2.443,1.811,8.408,1.078,3.595,2.433
778,77.8,2.903,3.024,2.498,2.223,8.087,1.362,3.322,2.364
779,77.9,2.905,3.166,2.588,2.373,8.26,1.184,3.605,2.956
780,78,3.043,3.034,2.288,1.81,8.061,1.449,3.703,2.715
781,78.1,4.127,2.755,2.323,2.42,8.105,1.443,3.246,2.61
782,78.2,2.821,3.24,2.179,1.864,7.872,1.06,3.376,2.553
783,78.3,3.174,3.068,2.135,1.92,7.599,1.223,3.338,2.493
784,78.4,2.819,3.007,1.972,2.064,7.83,1.511,3.467,2.531
785,78.5,3.347,3.118,2.26,1.913,7.853,1.387,3.359,2.686
786,78.6,3.164,3.131,2.381,2.318,7.997,1.577,3.34,2.664
787,78.7,3.19,3.047,2.362,2.284,7.808,1.248,3.295,2.828
788,78.8,3.279,3.105,2.413,2.347,8.038,1.383,3.476,2.657
789,78.9,3.08,2.974,2.385,1.715,7.661,1.465,3.115,2.646
790,79,3.138,3.089,2.272,2.626,7.908,1.292,3.26,2.691
791,79.1,2.986,3.298,2.25,2.331,7.77,1.317,2.937,2.288
792,79.2,3.173,3.355,2.643,2.247,7.803,1.38,3.598,1.962
793,79.3,3.089,3.224,2.857,2.589,7.823,1.462,3.363,2.345
794,79.4,3.274,3.012,2.262,2.197,8.196,1.472,3.182,2.306
795,79.5,3.356,2.734,2.496,2.897,7.73,1.454,2.781,2.441
796,79.6,3.081,2.896,2.333,2.747,8.182,1.582,3.013,2.338
797,79.7,3.631,2.956,2.433,1.91,7.987,1.548,3.364,2.262
798,79.8,2.932,2.879,2.25,1.869,8.225,1.375,3.311,2.262
799,79.9,3.499,3.211,2.435,2.203,7.988,1.471,3.4,2.181
800,80,3.571,2.853,2.637,2.453,7.805,1.237,2.958,2.254
801,80.1,3.637,3.454,2.453,2.466,7.791,1.874,3.347,2.12
802,80.2,3.267,3,2.326,2.268,8.209,1.387,3.256,2.447
803,80.3,3.227,3.301,2.393,2.738,7.665,1.242,3.133,2.955
804,80.4,3.297,3.651,2.451,2.674,7.834,1.147,3.116,2.477
805,80.5,3.07,2.739,2.21,2.603,7.838,1.359,2.964,2.601
806,80.6,3.173,3.017,2.223,2.311,8.036,1.526,3.254,2.614
807,80.7,3.002,3.1,2.602,2.682,7.987,1.309,3.497,2.31
808,80.8,3.284,3.199,2.518,1.829,8.232,1.39,3.218,2.681
809,80.9,2.628,2.679,2.286,2.714,8.148,1.523,2.913,2.702
810,81,3.106,2.739,2.555,2.336,8.077,1.678,3.198,2.887
811,81.1,2.828,2.21,2.339,2.256,7.437,1.461,3.091,2.584
812,81.2,2.557,3.44,2.622,2.381,7.37,1.924,3.322,2.455
813,81.3,2.478,2.373,2.637,2.029,7.506,1.944,3.208,2.301
814,81.4,2.846,3.089,2.54,2.137,7.733,1.538,3.146,2.502
815,81.5,3.315,3.526,2.748,1.919,7.528,1.557,3.144,2.655
816,81.6,3.099,3.494,2.651,2.133,7.64,1.724,2.912,2.597
817,81.7,2.437,3.201,2.434,1.958,7.659,1.786,3.094,2.878
818,81.8,3.417,3.151,2.008,1.902,7.435,1.683,3.439,2.651
819,81.9,2.945,3.404,2.45,2.506,7.577,1.452,3.785,2.459
820,82,3.931,3.163,2.38,2.239,7.565,1.578,3.293,2.744
821,82.1,2.589,1.864,2.48,2.443,7.691,1.309,3.207,2.474
822,82.2,2.883,2.931,2.483,2.663,7.611,1.58,3.139,2.753
823,82.3,2.4,3.463,2.26,2.206,7.761,1.517,3.548,2.579
824,82.4,2.767,3.471,2.442,2.802,8.038,1.32,3.121,2.802
825,82.5,2.442,3.42,2.343,2.297,7.991,1.467,3.394,2.781
826,82.6,2.748,3.171,2.23,2.885,7.816,1.211,2.935,2.431
827,82.7,3.102,3.455,2.388,2.565,8.104,1.27,3.457,2.553
828,82.8,2.779,3.387,2.206,2.89,7.777,1.357,3.509,2.744
829,82.9,2.933,3.431,2.307,2.699,7.82,1.505,3.202,2.919
830,83,3.025,3.334,2.258,2.685,7.8,1.513,3.22,2.693
831,83.1,2.626,3.21,2.682,3.036,7.507,1.198,3.194,3.007
832,83.2,2.85,3.219,2.547,2.7,7.611,1.616,3.692,2.557
833,83.3,2.995,3.324,2.947,3.098,7.498,1.382,3.166,2.833
834,83.4,2.92,3.569,2.449,2.693,7.67,1.443,2.533,2.804
835,83.5,2.663,3.498,2.695,2.632,7.819,1.481,3.157,2.507
836,83.6,2.421,3.24,2.09,2.916,7.663,1.077,3.426,2.407
837,83.7,2.648,3.28,2.549,2.564,7.755,1.304,3.233,2.86
838,83.8,2.604,3.163,2.84,2.775,7.952,1.208,3.409,2.9
839,83.9,2.49,2.956,2.704,2.744,7.698,1.603,2.945,2.496
840,84,2.745,3.066,3.03,2.646,7.755,1.119,3.297,2.605
841,84.1,3.233,3.434,2.749,2.053,7.595,1.514,3.301,2.507
842,84.2,3.043,3.29,2.778,1.688,7.848,1.231,2.893,2.747
843,84.3,2.778,3.285,2.669,2.121,7.736,1.145,3.437,2.744
844,84.4,3.1,3.801,2.986,2.685,7.43,1.429,3.26,2.744
845,84.5,3.246,3.284,2.65,2.308,7.584,1.358,3.491,2.243
846,84.6,2.947,3.286,2.379,2.76,7.338,1.287,3.027,2.392
847,84.7,3.004,3.451,2.497,1.51,7.696,1.283,3.05,2.594
848,84.8,3.437,3.641,2.776,1.59,7.391,1.328,2.816,2.586
849,84.9,2.74,3.273,2.456,1.421,7.735,1.584,3.063,2.453
850,85,3.02,3.012,2.41,2.067,7.892,1.552,3.36,2.83
851,85.1,2.832,3.744,2.609,2.387,7.762,1.33,3.312,2.586
852,85.2,2.374,3.337,2.603,2.46,7.71,1.536,2.882,2.507
853,85.3,2.714,3.044,2.637,2.467,7.788,1.345,2.992,2.645
854,85.4,2.783,3.95,2.438,1.56,7.605,1.285,2.999,2.876
855,85.5,3.073,3.6,2.89,1.956,7.561,1.531,3.483,2.413
856,85.6,3.269,3.298,2.59,2.17,7.791,1.266,3.203,2.207
857,85.7,2.962,3.647,2.351,2.766,7.862,1.273,2.909,2.707
858,85.8,3.461,3.394,2.438,2.033,7.612,1.555,3.206,2.603
859,85.9,2.709,3.181,2.392,2.097,7.809,1.138,3.6,2.999
860,86,2.785,2.921,2.733,2.352,7.659,1.656,3.304,2.851
861,86.1,2.789,2.964,2.569,1.841,7.695,1.261,3.313,2.766
862,86.2,2.871,3.356,2.167,1.865,7.967,1.333,3.109,2.668
863,86.3,2.691,3.167,2.458,2.293,7.673,1.121,3.33,2.402
864,86.4,2.763,3.199,2.395,1.565,7.886,1.3,3.444,2.479
865,86.5,3.025,3.062,2.219,2.29,7.457,1.257,3.265,2.536
866,86.6,2.897,3.581,2.18,2.121,8.144,1.338,2.784,2.51
867,86.7,2.981,3.685,2.731,2.071,7.822,1.081,3.684,2.536
868,86.8,2.845,3.622,2.328,1.702,7.74,1.259,3.279,2.471
869,86.9,3.098,3.487,2.333,1.806,7.682,1.075,3.342,2.61
870,87,3.286,2.512,2.292,1.993,7.589,1.192,3.334,2.367
871,87.1,3.251,3.515,2.332,2.294,8.164,1.462,3.111,2.466
872,87.2,3.221,3.271,2.402,2.823,7.944,1.259,3.244,2.645
873,87.3,3.415,2.627,2.526,2.297,7.742,1.178,3.677,2.73
874,87.4,3.333,2.992,2.393,1.974,7.459,1.197,3.184,2.855
875,87.5,3.509,3.518,2.397,1.828,7.729,1.181,2.994,2.343
876,87.6,3.238,3.607,2.554,2.387,7.699,1.141,3.547,2.439
877,87.7,3.874,3.748,2.572,2.076,7.716,1.254,3.403,2.644
878,87.8,3.191,3.646,2.608,2.506,8.101,1.495,2.874,2.523
879,87.9,2.43,3.528,2.861,2.446,7.72,1.188,2.908,2.596
880,88,2.941,3.335,2.605,2.095,7.744,1.342,3.147,2.561
881,88.1,2.756,3.042,2.548,2.662,7.671,1.242,3.178,2.643
882,88.2,2.926,3.314,2.302,2.19,7.301,1.453,2.844,2.679
883,88.3,2.662,3.319,2.718,2.323,7.654,1.178,3.299,2.818
884,88.4,3.025,2.502,2.176,2.356,8.008,1.225,2.912,2.706
885,88.5,3.753,2.326,2.687,2.457,7.674,1.229,3.442,2.784
886,88.6,2.943,1.875,2.427,2.154,7.45,1.491,3.798,2.417
887,88.7,3.276,2.173,2.706,2.73,8.061,1.178,3.159,2.518
888,88.8,2.978,1.839,2.236,2.283,7.545,1.152,3.113,2.192
889,88.9,3.302,3.109,2.553,1.744,7.39,1.475,2.922,2.442
890,89,2.873,3.458,2.767,1.841,7.581,1.268,3.111,2.591
891,89.1,3.266,3.559,2.934,1.797,7.56,1.225,3.172,3.005
892,89.2,2.886,3.271,2.402,1.619,7.887,1.386,3.296,2.51
893,89.3,3.25,3.38,2.717,1.597,7.8,1.102,3.125,2.771
894,89.4,2.491,3.128,2.382,1.617,8.127,1.09,3.431,2.306
895,89.5,3.41,3.398,2.55,1.953,7.699,1.157,3.337,2.799
896,89.6,3.201,3.785,2.655,1.708,8.057,1.502,3.078,2.576
897,89.7,3.177,3.572,2.664,1.806,7.677,1.356,3.751,2.964
898,89.8,3.095,3.13,2.649,1.561,7.608,1.39,3.427,2.485
899,89.9,2.867,3.301,2.525,1.937,7.625,1.16,3.507,2.777
900,90,2.897,3.088,2.503,2.925,7.865,1.528,3.223,2.622
901,90.1,3.384,3.459,2.587,1.324,7.913,1.306,3.242,2.679
902,90.2,2.986,3.19,2.594,2.284,8.086,1.263,3.205,2.748
903,90.3,3.123,3.106,2.064,2.706,7.903,1.354,3.932,2.814
904,90.4,2.948,3.239,2.234,1.591,7.555,1.388,3.157,2.567
905,90.5,2.994,2.783,2.035,1.658,7.612,1.269,3.338,2.689
906,90.6,3.08,3.251,2.578,1.76,7.423,1.508,3.278,2.696
907,90.7,2.907,3.151,2.346,1.89,7.766,1.168,3.449,2.635
908,90.8,3.127,3.793,2.315,1.88,7.734,1.292,3.316,2.869
909,90.9,2.902,3.205,2.133,1.904,7.614,1.016,3.266,2.669
910,91,2.424,3.303,2.529,2.263,7.603,1.289,2.966,2.902
911,91.1,2.565,3.077,2.564,1.155,7.879,1.325,3.413,2.635
912,91.2,2.852,3.563,2.132,1.993,7.367,1.466,3.027,2.791
913,91.3,3.428,3.307,2.391,1.722,7.6,1.295,3.201,2.611
914,91.4,3.368,3.385,2.201,2.774,7.423,0.974,3.4,3.042
915,91.5,2.964,3.668,2.46,1.817,7.555,1.128,2.993,3.236
916,91.6,3.662,3.456,2.27,1.89,7.703,0.865,3.335,2.828
917,91.7,3.18,2.947,2.74,2.012,7.568,1.319,3.291,3.21
918,91.8,3.225,3.569,2.402,1.51,8.222,1.468,3.42,2.692
919,91.9,2.963,3.537,2.367,1.745,7.958,1.203,3.175,2.78
920,92,3.137,3.994,2.533,1.873,7.757,0.971,3.522,2.599
921,92.1,2.921,3.638,2.432,1.844,8.128,1.617,3.405,2.769
922,92.2,3.076,3.444,2.641,2.551,7.723,1.275,3.073,2.913
923,92.3,3.024,3.4,2.189,1.745,7.885,1.44,3.609,2.864
924,92.4,3.247,3.288,2.355,1.863,8.077,1.651,3.619,2.634
925,92.5,3.162,3.769,2.367,2.164,7.823,1.448,3.214,2.967
926,92.6,3.07,3.539,2.131,1.816,7.47,1.458,3.521,2.767
927,92.7,2.95,3.292,2.33,1.918,7.991,1.057,3.681,2.509
928,92.8,3.134,3.63,2.567,1.946,7.728,1.162,3.565,2.614
929,92.9,2.942,3.502,2.028,1.899,7.852,1.315,3.109,2.366
930,93,2.896,3.272,2.426,1.697,7.607,1.308,2.904,2.944
931,93.1,3.095,3.972,2.111,1.55,7.651,1.181,3.034,2.84
932,93.2,2.794,4.11,1.987,1.224,7.542,1.181,3.484,2.723
933,93.3,3.233,3.568,2.086,1.437,7.797,1.362,3.337,2.499
934,93.4,2.625,3.378,2.191,1.741,7.521,1.043,3.652,2.817
935,93.5,3.067,3.358,2.797,1.883,7.739,2.199,3.478,2.957
936,93.6,3.261,3.346,2.209,1.882,7.602,1.33,3.217,2.578
937,93.7,3.296,3.505,2.408,2.14,7.728,1.382,3.331,2.761
938,93.8,2.954,3.199,2.026,1.447,7.588,1.2,3.575,2.782
939,93.9,3.294,3.312,1.91,1.865,7.674,1.419,2.745,2.836
940,94,3.208,3.55,2.259,1.219,7.751,1.424,2.995,2.911
941,94.1,3.013,3.211,2.113,1.534,8.177,1.176,3.321,3.09
942,94.2,3.507,3.346,2.008,1.372,7.924,1.175,3.162,2.79
943,94.3,3.186,3.627,2.018,1.465,7.727,1.076,2.973,2.773
944,94.4,3.216,3.45,2.027,1.468,7.979,1.111,3.085,3.043
945,94.5,3.326,3.893,2.294,2.4,7.941,1.496,2.96,2.729
946,94.6,3.359,3.029,2.654,1.706,8.06,1.741,2.972,2.619
947,94.7,3.475,3.545,2.415,1.106,7.913,1.439,3.114,2.573
948,94.8,3.066,3.668,2.181,1.509,7.89,1.56,3.209,2.295
949,94.9,3.646,3.491,2.633,1.556,7.909,1.489,3.227,2.713
950,95,2.981,3.236,2.073,1.668,7.704,1.377,3.507,2.559
951,95.1,3.103,3.467,2.259,1.615,7.715,1.28,3.371,2.535
952,95.2,3.369,3.241,2.311,1.637,7.815,1.168,3.043,2.175
953,95.3,3.437,3.608,2.643,1.529,7.72,1.388,3.735,2.91
954,95.4,3.274,4.048,2.564,2.778,7.819,1.433,3.009,2.904
955,95.5,3.312,3.507,2.845,2.056,7.576,1.6,3.311,2.411
956,95.6,3.306,3.247,2.669,2.274,7.764,1.09,3.236,2.733
957,95.7,3.181,3.526,2.213,1.641,7.881,1.346,3.071,2.19
958,95.8,3.377,3.329,2.106,2.158,7.899,1.417,3.587,2.397
959,95.9,3.391,3.031,2.266,1.579,7.641,1.213,2.937,2.272
960,96,3.186,3.662,2.398,1.459,7.841,1.374,3.48,2.426
961,96.1,3.249,3.785,2.58,1.999,7.808,1.198,3.266,2.486
962,96.2,3.476,3.549,2.318,1.591,7.845,1.571,3.152,2.751
963,96.3,3.352,4.041,2.358,1.411,7.655,1.241,3.1,2.681
964,96.4,3.019,4.166,1.734,1.561,7.581,1.247,3.014,2.414
965,96.5,3.117,3.195,2.012,1.875,7.64,1.378,2.939,2.669
966,96.6,2.777,3.948,1.875,2.864,8.066,1.187,3.223,3.066
967,96.7,2.691,3.459,2.046,2.064,7.703,1.328,3.42,2.928
968,96.8,3.012,3.622,2.281,2.111,8.095,1.501,3.068,2.807
969,96.9,3.311,3.582,2.032,2.01,7.673,1.208,3.271,2.918
970,97,3.416,3.293,2.369,1.569,7.694,1.395,2.714,2.321
971,97.1,2.946,4.399,2.167,1.953,7.847,1.458,3.073,2.524
972,97.2,3.76,3.263,2.286,1.778,7.86,1.061,2.701,2.661
973,97.3,2.87,3.733,2.473,2.451,7.797,1.316,3.022,2.516
974,97.4,2.871,3.358,2.223,1.948,7.754,1.638,2.885,2.837
975,97.5,3.141,3.864,2.976,1.899,7.893,1.332,3.176,2.466
976,97.6,3.116,3.727,2.802,2.304,7.796,1.42,3.322,2.305
977,97.7,2.879,3.627,2.603,1.773,7.599,1.664,3.359,3.122
978,97.8,3.012,3.795,2.348,2.183,7.924,1.922,3.224,2.428
979,97.9,3.387,3.675,2.193,2.251,7.777,1.262,3.263,2.837
980,98,3.427,3.114,2.716,2.024,7.382,1.446,2.914,2.343
981,98.1,3.04,2.911,2.523,1.761,7.801,1.74,3.082,2.777
982,98.2,2.907,3.571,2.627,2.178,7.413,1.156,2.792,2.948
983,98.3,3.17,3.774,2.472,2.155,7.528,1.232,3.324,3.131
984,98.4,3.437,3.482,3.203,1.746,7.729,1.322,3.217,2.561
985,98.5,3.264,3.337,2.803,2.311,7.304,1.337,3.351,3.048
986,98.6,3.125,4.108,2.899,2.149,7.48,1.782,3.487,3.127
987,98.7,3.098,2.949,2.677,2.395,7.557,1.42,3.215,3.121
988,98.8,3.638,3.168,2.534,2.236,8.208,1.204,2.91,3.705
989,98.9,3.205,3.463,2.96,2.194,7.592,1.136,2.787,3.489
990,99,3.108,3.573,2.521,2.235,7.628,1.306,2.354,3.792
991,99.1,3.053,3.281,2.728,2.482,7.936,1.272,2.31,2.917
992,99.2,2.968,3.139,3.108,2.342,7.64,1.226,2.152,2.607
993,99.3,3.181,3.116,2.666,2.02,7.708,0.821,3.3,2.794
994,99.4,3.26,3.232,3.032,2.281,7.671,1.12,3.164,2.707
995,99.5,3.891,3.643,2.78,2.04,7.827,1.404,3.408,2.606
996,99.6,2.835,3.257,2.601,1.782,8.385,1.535,3.235,2.679
997,99.7,3.277,3.13,2.731,1.727,7.66,1.434,2.241,3.037
998,99.8,3.386,3.375,2.506,2.388,7.573,1.141,2.452,2.774
999,99.9,2.891,3.328,2.544,2.207,7.462,1.429,2.602,3.052
1000,100,2.991,3.668,2.787,2.068,7.547,1.325,3.014,2.885
